subject,baseline,closed_floor,t_open,t_closed,open_ear_mean,open_ear_std,closed_ear_mean,closed_ear_std,n_open,n_closed,trials,correct,accuracy
hanul,0.3602801938132644,0.3528225226265812,0.35692424177925697,0.354686940423252,0.35427008991682846,0.022033309156483053,0.30371541034712535,0.1014691739463199,133,76,10,6,0.6
hanul,0.37010866822567756,0.345130426606001,0.3588684594968231,0.3513749870109202,0.3568972614967528,0.019910217895027896,0.2799729557510379,0.12864655875783676,134,78,8,0,0.0
hanul,0.3745915766265317,0.01332791026589734,0.21202292676424622,0.10364382685605593,0.36677808717177324,0.015118991658958504,0.0995561958145532,0.15147777984243443,133,80,10,9,0.9
dahyun,0.3467303736468117,0.03065431640318292,0.20449614788717874,0.1096733307140901,0.341381480771054,0.01852585331218765,0.10296779718736597,0.13102630400553505,133,80,10,6,0.6
dahyun,0.3785337482356128,0.03772361316387804,0.22516918745333217,0.12292614693181173,0.37245953035444346,0.007865550448611586,0.09627306629465308,0.13040766521257827,132,80,10,6,0.6
hanul,0.3684437280847403,0.022515294256533216,0.21277593286204716,0.10899740271358499,0.3646295912248438,0.005630924356388245,0.14693624227421603,0.1649000923584783,134,80,10,9,0.9
