frame,read,detect,crop,infer,e2e_ms,output
2752,0.958,7.7947,0.552,2.2748,11.5795,0.109182
2753,0.9607,7.713,0.5536,2.2595,11.4867,0.096676
2754,0.9686,7.8302,0.5438,2.2632,11.6058,0.083029
2755,0.9043,8.5155,0.5558,2.2877,12.2632,0.05682
2756,0.974,8.4226,0.6368,2.276,12.3094,0.116938
2757,0.9699,7.7984,0.5568,2.2737,11.5988,0.128002
2758,0.9525,7.8171,0.5571,2.2261,11.5529,0.059858
2759,0.9092,8.1285,0.5569,2.2381,11.8328,0.088421
2760,1.0074,7.8603,0.5595,2.2432,11.6704,0.061137
2761,1.0005,7.7523,0.5581,2.2429,11.5538,0.068755
2762,1.0055,7.7886,0.5538,2.2322,11.5801,0.070631
2763,0.8927,7.7672,0.5845,2.2466,11.491,0.032411
2764,0.9741,7.8108,0.5577,2.2516,11.5943,0.100897
2765,0.9693,7.6755,0.5568,2.2523,11.454,0.152227
2766,0.9503,7.7794,0.5559,2.2645,11.5502,0.125297
2767,0.9034,8.4278,0.5592,2.2681,12.1585,0.127852
2768,0.9646,7.8087,0.5526,2.2646,11.5904,0.151712
2769,0.9676,7.7219,0.5594,2.2669,11.5159,0.155387
2770,0.9637,7.8559,0.5573,2.3029,11.6798,0.184783
2771,0.9846,7.7127,0.5586,2.2323,11.4883,0.168156
2772,0.997,7.8344,0.5544,2.2328,11.6186,0.128719
2773,1.0062,7.6605,0.5574,2.2467,11.4709,0.13778
2774,0.9844,7.78,0.5744,2.2522,11.5911,0.111212
2775,0.891,7.7184,0.5565,2.2623,11.4282,0.088595
2776,0.9783,7.8194,0.5453,2.2522,11.5952,0.432154
2777,0.9552,7.7231,0.5489,2.2505,11.4778,0.437062
2778,0.9504,7.7458,0.5504,2.2732,11.5198,0.405838
2779,0.8959,7.6849,0.5647,2.2854,11.4308,0.194228
2780,0.9586,7.7942,0.5619,2.2783,11.593,0.104653
2781,0.9813,7.686,0.5508,2.2297,11.4478,0.489605
2782,1.0114,7.7346,0.5533,2.231,11.5304,0.47494
2783,0.938,7.6355,0.5752,2.2324,11.381,0.4373
2784,0.9574,7.8421,0.5497,2.2489,11.5981,0.456989
2785,0.9604,8.2536,0.5722,2.2232,12.0095,0.387895
2786,0.9614,7.8054,0.5594,2.2528,11.579,0.345063
2787,0.8923,7.7217,0.5607,2.2664,11.4411,0.270796
2788,0.9622,7.7315,0.5569,2.255,11.5057,0.364625
2789,0.9844,7.676,0.5639,2.278,11.5023,0.275267
2790,0.9716,7.7566,0.5561,2.2766,11.5609,0.281339
2791,0.906,7.7658,0.5562,2.2363,11.4645,0.284489
2792,0.9987,7.7632,0.5508,2.2263,11.539,0.236859
2793,1.0262,7.6825,0.5494,2.2399,11.498,0.190199
2794,0.9547,7.8469,0.5801,2.2091,11.5909,0.146463
2795,0.8968,7.6842,0.5381,2.2512,11.3703,0.116444
2796,0.96,7.8715,0.5581,2.2588,11.6483,0.11043
2797,0.9666,7.7146,0.5433,2.2498,11.4742,0.12775
2798,0.9623,7.838,0.5541,2.267,11.6214,0.087223
2799,0.9083,7.682,0.5559,2.2842,11.4304,0.085948
2800,0.9718,7.864,0.5619,2.2337,11.6315,0.099743
2801,0.9713,7.7301,0.5495,2.2327,11.4836,0.121263
2802,1.0017,7.7804,0.5546,2.2326,11.5693,0.069216
2803,0.9465,7.6951,0.5655,2.2356,11.4427,0.049558
2804,0.973,7.9254,0.5798,2.2338,11.712,0.093951
2805,0.9613,7.6872,0.5356,2.2606,11.4447,0.021582
2806,0.9621,7.7518,0.5527,2.2856,11.5522,0.03931
2807,0.9222,7.8126,0.5542,2.2551,11.5441,0.037022
2808,0.9807,7.8224,0.5508,2.2677,11.6216,0.022854
2809,0.9781,7.6798,0.5399,2.2577,11.4555,0.028343
2810,0.9681,7.8173,0.5489,2.2404,11.5747,0.031581
2811,0.9379,8.2336,0.5393,2.2374,11.9482,0.025307
2812,0.9778,8.0921,0.5503,2.2409,11.8611,0.050744
2813,0.994,7.6476,0.543,2.2256,11.4102,0.038478
2814,1.0052,7.7516,0.5479,2.2333,11.5379,0.04563
2815,0.9182,7.8262,0.5583,2.2227,11.5253,0.076078
2816,0.9517,7.8508,0.5401,2.2496,11.5922,0.051581
2817,0.9631,7.6972,0.5406,2.2668,11.4677,0.126591
2818,0.9657,7.78,0.5508,2.2485,11.5451,0.010351
2819,0.924,7.7513,0.5452,2.2732,11.4937,0.012586
2820,0.9662,7.7917,0.5499,2.2685,11.5763,0.006503
2821,0.9528,7.6399,0.5477,2.2226,11.363,0.006213
2822,0.9928,7.7724,0.5515,2.247,11.5637,0.005536
2823,0.9493,8.0667,0.557,2.2343,11.8073,0.005081
2824,1.0046,7.8133,0.5573,2.2297,11.6048,0.008148
2825,1.004,7.6786,0.5743,2.2166,11.4735,0.010587
2826,0.9645,7.7993,0.5565,2.2391,11.5595,0.019865
2827,0.9346,7.7443,0.5671,2.2547,11.5006,0.021588
2828,0.9674,7.8344,0.5601,2.2612,11.6231,0.026759
2829,0.9654,7.6833,0.5588,2.2604,11.4678,0.022473
2830,0.9638,7.6962,0.5515,2.261,11.4724,0.029069
2831,0.933,7.9147,0.5538,2.2663,11.6678,0.011634
2832,0.9755,7.7531,0.5638,2.2394,11.5318,0.016704
2833,0.9913,7.7144,0.5548,2.2323,11.4927,0.005436
2834,1.0057,7.7672,0.5574,2.2381,11.5685,0.005183
2835,0.9221,8.4884,0.5541,2.2377,12.2022,0.00439
2836,1.0087,7.8663,0.5565,2.2372,11.6687,0.007028
2837,0.9637,7.7968,0.5894,2.2461,11.596,0.005526
2838,0.9689,8.1176,0.5868,2.259,11.9323,0.004912
2839,0.9276,7.7156,0.5666,2.2686,11.4785,0.003136
2840,0.9663,7.7786,0.5587,2.2597,11.5633,0.00627
2841,0.9653,7.7602,0.5575,2.281,11.564,0.004792
2842,0.9684,7.7112,0.55,2.2735,11.503,0.005405
2843,0.9222,7.7476,0.5574,2.2765,11.5037,0.00458
2844,0.9624,7.775,0.5554,2.2898,11.5826,0.003579
2845,0.9636,7.7376,0.5481,2.2318,11.4811,0.008733
2846,1.0038,7.7385,0.5491,2.2418,11.5333,0.009434
2847,0.9573,7.722,0.5694,2.248,11.4967,0.007432
2848,0.9676,7.8687,0.578,2.2539,11.6682,0.007833
2849,0.9614,7.7675,0.5471,2.2679,11.5439,0.010159
2850,0.9654,7.7544,0.5592,2.2877,11.5668,0.012938
2851,0.947,7.6804,0.5554,2.2632,11.446,0.015234
2852,0.9766,7.7079,0.5588,2.2875,11.5308,0.018176
2853,0.9717,7.717,0.5526,2.2664,11.5078,0.01934
2854,0.9628,7.7142,0.5529,2.245,11.4749,0.019673
2855,0.9639,7.7982,0.5538,2.2427,11.5586,0.019742
2856,1.0102,7.7574,0.5536,2.2518,11.5731,0.019497
2857,1.012,7.7162,0.5778,2.2339,11.54,0.018601
2858,0.9673,7.8054,0.5804,2.2403,11.5934,0.018316
2859,0.9189,7.8111,0.5447,2.2646,11.5393,0.016962
2860,0.9831,7.7381,0.5528,2.2659,11.5399,0.017456
2861,0.9638,7.7013,0.5474,2.2598,11.4723,0.013614
2862,0.9689,7.7949,0.5486,2.2565,11.5687,0.011429
2863,0.9197,7.7161,0.552,2.2772,11.4652,0.008645
2864,0.9745,7.8302,0.5436,2.2362,11.5846,0.013815
2865,1.0089,8.0199,0.5432,2.2368,11.8088,0.011463
2866,1.0033,7.7674,0.5518,2.2489,11.5714,0.013766
2867,0.9663,7.7974,0.5498,2.2318,11.5453,0.018166
2868,0.9661,7.7946,0.5848,2.2404,11.5859,0.014821
2869,0.9593,7.6913,0.5484,2.2471,11.4461,0.020801
2870,0.9659,7.76,0.5507,2.2647,11.5412,0.022358
2871,0.9217,7.7976,0.5479,2.2734,11.5405,0.02201
2872,0.9691,7.7777,0.5496,2.2703,11.5668,0.020206
2873,0.9823,7.6112,0.5448,2.2744,11.4126,0.015975
2874,0.9628,7.8275,0.5488,2.2764,11.6154,0.016692
2875,0.9445,8.2625,0.5431,2.2894,12.0394,0.007702
2876,0.9811,7.7603,0.5589,2.2215,11.5219,0.012434
2877,1.0057,7.7076,0.5486,2.2237,11.4857,0.011352
2878,0.9908,7.8056,0.5507,2.2421,11.5892,0.011114
2879,0.9159,7.719,0.5788,2.2479,11.4615,0.007194
2880,0.9759,7.8315,0.5606,2.2633,11.6312,0.010609
2881,0.9732,7.703,0.5434,2.2721,11.4917,0.011696
2882,0.9663,7.7486,0.5516,2.2623,11.5288,0.011293
2883,0.9232,8.2297,0.5364,2.2625,11.9518,0.009428
2884,0.982,7.7522,0.5397,2.2689,11.5428,0.012368
2885,0.9731,7.7612,0.5358,2.2697,11.5397,0.015977
2886,0.974,7.716,0.5418,2.2385,11.4703,0.014976
2887,0.9458,7.6926,0.5366,2.2437,11.4188,0.011369
2888,1.0206,7.7613,0.535,2.2422,11.5592,0.024496
2889,0.9991,7.7493,0.5686,2.227,11.544,0.026957
2890,0.9669,7.7286,0.5564,2.2645,11.5164,0.021114
2891,0.9281,8.2092,0.5388,2.2722,11.9483,0.058781
2892,0.9777,7.7705,0.5608,2.261,11.57,0.0218
2893,0.9751,7.6791,0.5428,2.2585,11.4555,0.025978
2894,0.9645,7.7269,0.5437,2.3053,11.5405,0.027869
2895,0.9242,7.7685,0.5442,2.2802,11.5172,0.042994
2896,0.981,7.7354,0.5492,2.2968,11.5624,0.0291
2897,0.9867,7.6908,0.541,2.256,11.4745,0.020046
2898,1.0164,7.7367,0.5423,2.2554,11.5507,0.016582
2899,0.9589,7.699,0.5642,2.2612,11.4834,0.022943
2900,0.9713,7.8089,0.57,2.2348,11.5849,0.040588
2901,0.9746,7.7146,0.5499,2.2633,11.5025,0.034297
2902,0.9726,7.7579,0.5559,2.2672,11.5536,0.032999
2903,0.9286,7.8197,0.5468,2.2574,11.5524,0.034152
2904,0.9718,7.8177,0.5582,2.2857,11.6334,0.052371
2905,0.9626,7.6946,0.5582,2.286,11.5013,0.019621
2906,0.9547,7.766,0.5456,2.2824,11.5488,0.022656
2907,0.9152,7.7171,0.5438,2.2571,11.4332,0.029158
2908,1.0053,7.8568,0.5537,2.2453,11.661,0.018938
2909,0.9988,7.7538,0.5437,2.2226,11.5189,0.020837
2910,0.9584,7.8214,0.5757,2.2427,11.5982,0.023522
2911,0.9201,7.8061,0.5477,2.2739,11.5477,0.019168
2912,0.9663,7.8166,0.5532,2.254,11.5901,0.041754
2913,0.967,7.7702,0.5462,2.2668,11.5502,0.956457
2914,0.9625,7.8127,0.5483,2.2855,11.6091,0.999996
2915,0.921,7.6719,0.5534,2.2858,11.4321,0.99999
2916,0.9707,7.8061,0.5482,2.2772,11.6021,0.999903
2917,0.9646,7.7166,0.5231,2.2413,11.4455,0.97704
2918,0.9955,8.0863,0.5393,2.2334,11.8545,0.8957
2919,0.973,7.7442,0.544,2.233,11.4942,0.665726
2920,1.0098,7.818,0.569,2.2445,11.6413,0.667801
2921,0.9698,7.7416,0.5666,2.236,11.5141,0.626649
2922,0.9685,7.735,0.5452,2.2616,11.5103,0.560409
2923,0.9203,7.7335,0.543,2.2545,11.4514,0.044135
2924,0.974,7.7808,0.5535,2.2765,11.5848,0.06576
2925,0.9643,7.722,0.553,2.2843,11.5236,0.061648
2926,0.9683,7.8105,0.5522,2.2581,11.5891,0.074014
2927,0.9176,7.757,0.5349,2.2243,11.4338,0.047029
2928,0.9999,7.7636,0.5414,2.5257,11.8306,0.082819
2929,1.0934,8.0613,0.553,2.221,11.9287,0.011731
2930,1.0131,7.775,0.5435,2.2348,11.5665,0.015701
2931,0.9723,7.6877,0.5688,2.2271,11.4559,0.013202
2932,0.962,7.8632,0.5829,2.2253,11.6335,0.032482
2933,0.9641,7.7265,0.5509,2.2847,11.5262,0.052318
2934,0.9446,7.8117,0.5469,2.2478,11.5511,0.048728
2935,0.9044,8.4726,0.5373,2.2527,12.1672,0.044049
2936,0.9661,7.8566,0.5646,2.2533,11.6406,0.012258
2937,0.9713,7.7811,0.5381,2.2394,11.5299,0.047198
2938,0.9506,7.7921,0.5405,2.2798,11.5629,0.365212
2939,0.9164,7.7465,0.5428,2.2765,11.4822,0.016931
2940,0.9516,7.9087,0.5307,2.224,11.6149,0.005927
2941,0.9551,7.6961,0.5331,2.2257,11.4099,0.058542
2942,0.9922,7.7143,0.538,2.2661,11.5107,0.04628
2943,0.9355,7.7692,0.5604,2.2312,11.4963,0.116338
2944,0.9517,8.1452,0.572,2.2375,11.9064,0.015579
2945,0.9694,7.7024,0.5485,2.2652,11.4856,0.008027
2946,0.9476,7.7878,0.5396,2.2674,11.5424,0.016801
2947,0.9197,7.7245,0.5538,2.2701,11.468,0.019384
2948,0.9573,7.7737,0.5384,2.2763,11.5457,0.007237
2949,0.9628,7.6997,0.5438,2.265,11.4712,0.016007
2950,0.96,7.7851,0.5449,2.2275,11.5176,0.02739
2951,0.9341,7.6715,0.5498,2.2323,11.3877,0.011658
2952,1.0287,7.7758,0.5472,2.2356,11.5872,0.032982
2953,0.9865,7.6686,0.5621,2.2295,11.4467,0.018235
2954,0.9542,7.755,0.5422,2.2423,11.4938,0.016766
2955,0.9129,8.1177,0.5262,2.2416,11.7984,0.037929
2956,0.9832,7.7562,0.5501,2.2588,11.5483,0.025306
2957,0.9618,7.7014,0.5419,2.2759,11.4811,0.024651
2958,0.9656,7.7883,0.5328,2.2639,11.5506,0.013876
2959,0.9181,7.7594,0.5393,2.2682,11.485,0.021941
2960,0.979,7.7919,0.5443,2.2484,11.5636,0.02109
2961,1.0011,7.7021,0.5351,2.2489,11.4872,0.024752
2962,0.9946,7.7488,0.5448,2.2339,11.522,0.026307
2963,0.9248,7.7505,0.5586,2.2311,11.4651,0.017213
2964,0.9711,7.8141,0.5477,2.2528,11.5857,0.023326
2965,0.9706,7.7446,0.5407,2.2586,11.5145,0.031374
2966,0.9616,7.7722,0.5372,2.2583,11.5293,0.029558
2967,0.9112,7.6932,0.5334,2.2716,11.4094,0.026546
2968,0.9644,7.7613,0.5429,2.2791,11.5476,0.176999
2969,0.9668,7.7527,0.5451,2.2392,11.5038,0.354029
2970,1.0034,7.7488,0.5478,2.2417,11.5416,0.562758
2971,0.9547,8.0136,0.5355,2.2345,11.7383,0.996399
2972,1.0011,7.8139,0.5577,2.2359,11.6087,0.999975
2973,0.9508,7.7418,0.5885,2.2396,11.5207,0.999993
2974,0.9776,7.8299,0.5432,2.245,11.5958,0.999993
2975,0.941,7.7855,0.5494,2.24,11.5159,0.999997
2976,0.975,7.7614,0.5519,2.2635,11.5517,0.999997
2977,0.9729,7.7309,0.547,2.2486,11.4994,0.999997
2978,0.964,7.7672,0.5569,2.2674,11.5555,0.999996
2979,0.9231,7.6837,0.5531,2.2321,11.3919,0.999996
2980,0.994,7.8416,0.5477,2.2344,11.6177,0.999995
2981,1.0017,7.6835,0.5563,2.2451,11.4866,0.999998
2982,0.9906,7.7847,0.5561,2.2441,11.5756,0.999995
2983,0.907,8.2622,0.5609,2.2186,11.9487,0.999996
2984,0.9587,7.8112,0.6,2.2332,11.6031,0.999996
2985,0.9622,7.6608,0.5562,2.2721,11.4513,0.999993
2986,0.9668,7.7154,0.5472,2.2507,11.4801,0.999994
2987,0.9128,7.7205,0.5496,2.2591,11.442,0.999993
2988,0.9705,7.778,0.5545,2.2573,11.5603,0.999992
2989,0.9592,7.8644,0.5472,2.253,11.6237,0.999991
2990,0.9587,7.8131,0.5386,2.245,11.5555,0.999989
2991,0.9489,7.709,0.5377,2.2269,11.4225,0.999983
2992,1.0008,7.7649,0.5561,2.2328,11.5547,0.999884
2993,0.9693,7.7224,0.5761,2.2285,11.4963,0.997644
2994,0.9565,7.7329,0.5361,2.2623,11.4878,0.994452
2995,0.9592,7.6384,0.5342,2.2591,11.3908,0.984823
2996,0.9596,7.7833,0.5377,2.2914,11.572,0.955927
2997,0.9281,8.0608,0.5413,2.2799,11.81,0.881671
2998,0.946,7.8183,0.5487,2.2698,11.5828,0.7753
2999,0.9788,7.6542,0.5431,2.2671,11.4432,0.575565
3000,0.9686,7.8153,0.5553,2.2296,11.5687,0.529117
3001,0.9572,8.5189,0.5472,2.267,12.2902,0.428393
3002,0.9492,7.731,0.5474,2.2304,11.458,0.31012
3003,0.9894,7.7267,0.5558,2.2239,11.4959,0.465869
3004,0.9964,7.8444,0.5583,2.2366,11.6357,0.465623
3005,0.9207,7.8256,0.5778,2.2173,11.5414,0.362224
3006,0.9592,7.8147,0.5539,2.2514,11.5792,0.359075
3007,0.9672,7.7503,0.548,2.278,11.5434,0.612187
3008,0.9597,7.8016,0.5408,2.255,11.5571,0.482519
3009,0.9104,7.702,0.5505,2.2691,11.432,0.300993
3010,0.9539,7.8437,0.5452,2.2637,11.6065,0.345142
3011,0.9661,7.7135,0.538,2.231,11.4487,0.270688
3012,0.9606,7.9874,0.5375,2.2623,11.7477,0.512719
3013,0.959,7.7616,0.5554,2.2357,11.5116,0.412739
3014,0.9982,7.8224,0.5467,2.2443,11.6116,0.280331
3015,0.9947,7.653,0.5727,2.2243,11.4446,0.156431
3016,0.9556,7.7677,0.5466,2.2672,11.5371,0.419799
3017,0.9126,7.7173,0.555,2.2617,11.4467,0.279035
3018,0.9567,7.7905,0.5425,2.246,11.5357,0.149095
3019,0.9595,7.6307,0.5477,2.2653,11.4032,0.109643
3020,0.9612,7.7594,0.5527,2.3424,11.6157,0.12251
3021,0.9108,7.7549,0.5341,2.2355,11.4353,0.087979
3022,0.988,8.0137,0.5442,2.2545,11.8005,0.074001
3023,1.0042,7.7041,0.5324,2.2364,11.477,0.03652
3024,1.0309,8.0931,0.5524,2.2439,11.9202,0.061209
3025,0.9682,7.6838,0.5678,2.2415,11.4613,0.0467
3026,0.9592,7.8723,0.5803,2.2424,11.6542,0.060843
3027,0.9656,7.7707,0.5486,2.2503,11.5352,0.043447
3028,0.9603,7.7814,0.5531,2.265,11.5599,0.041557
3029,0.9236,7.7737,0.559,2.251,11.5074,0.035394
3030,0.9655,7.7345,0.5626,2.2857,11.5483,0.031997
3031,0.9575,7.7229,0.5528,2.2717,11.5049,0.053406
3032,0.9491,7.7782,0.555,2.2516,11.5339,0.069555
3033,0.9627,7.6985,0.5498,2.2509,11.4619,0.039386
3034,1.0029,7.8193,0.5593,2.2316,11.6131,0.081043
3035,1.0157,7.7074,0.5699,2.2284,11.5214,0.064415
3036,0.9566,7.7746,0.562,2.245,11.5383,0.054386
3037,0.9143,7.7839,0.5568,2.2554,11.5105,0.083103
3038,0.9641,7.8256,0.5594,2.2587,11.6078,0.108524
3039,0.9699,7.7109,0.5412,2.2574,11.4793,0.087104
3040,0.9552,7.814,0.5505,2.2796,11.5993,0.041927
3041,0.9174,7.7748,0.5543,2.2602,11.5067,0.033854
3042,0.9561,7.7585,0.5518,2.23,11.4963,0.020046
3043,0.9781,7.6715,0.551,2.2197,11.4203,0.016762
3044,1.0088,7.7286,0.5446,2.2359,11.5178,0.040106
3045,0.9161,7.7597,0.5701,2.2321,11.478,0.0245
3046,0.9681,7.8087,0.5473,2.2501,11.5742,0.032419
3047,0.9678,7.6684,0.538,2.2408,11.415,0.030486
3048,0.9664,7.749,0.5391,2.2583,11.5128,0.037886
3049,0.9312,8.4381,0.5499,2.2572,12.1764,0.028527
3050,0.9556,8.0759,0.5445,2.2469,11.8229,0.031727
3051,0.9715,7.7171,0.5473,2.2581,11.494,0.022015
3052,0.9597,7.8199,0.5445,2.2762,11.6002,0.019517
3053,0.925,7.7912,0.5513,2.2432,11.5107,0.016752
3054,1.0031,7.7374,0.5492,2.2467,11.5364,0.026993
3055,1.0061,7.6828,0.5364,2.2355,11.4609,0.133168
3056,0.9911,7.7207,0.5638,2.2478,11.5233,0.032002
3057,0.9163,7.7269,0.5501,2.3,11.4932,0.031087
3058,1.0104,7.7214,0.5474,2.2851,11.5642,0.035773
3059,1.0042,7.6724,0.5363,2.2755,11.4884,0.017824
3060,0.9628,7.6605,0.5452,2.2722,11.4407,0.017344
3061,0.9257,7.7644,0.5546,2.3134,11.5581,0.013637
3062,1.0185,7.7749,0.5505,2.3185,11.6624,0.031608
3063,0.9995,7.6698,0.5411,2.2467,11.457,0.022466
3064,0.9962,7.7481,0.5405,2.2302,11.5149,0.01624
3065,0.9534,7.7744,0.5897,2.2512,11.5687,0.022021
3066,0.9512,7.8169,0.5823,2.2419,11.5923,0.010477
3067,0.9727,7.7285,0.5453,2.261,11.5075,0.013111
3068,0.9789,7.7785,0.5535,2.2583,11.5691,0.005059
3069,0.9286,7.7579,0.5532,2.2796,11.5193,0.004324
3070,0.9706,7.7984,0.5567,2.2743,11.6001,0.006178
3071,0.9804,7.6729,0.5552,2.2756,11.4841,0.008794
3072,0.9629,7.7526,0.5597,2.2434,11.5187,0.010085
3073,0.9355,7.6925,0.5573,2.2622,11.4475,0.016992
3074,1.007,7.7059,0.5615,2.2408,11.5151,0.019379
3075,1.0127,7.8321,0.5798,2.2402,11.6648,0.018612
3076,0.963,7.762,0.5811,2.272,11.5781,0.033874
3077,0.9202,8.0444,0.5809,2.2506,11.7961,0.033993
3078,0.9705,7.7411,0.5569,2.2503,11.5189,0.037533
3079,0.9711,7.7292,0.5629,2.2776,11.5408,0.060679
3080,0.9638,7.7848,0.5573,2.2807,11.5866,0.036948
3081,0.9244,7.8196,0.562,2.2959,11.602,0.027486
3082,0.9657,7.8482,0.5602,2.2758,11.6499,0.03708
3083,0.9681,7.7489,0.5606,2.2667,11.5443,0.033744
3084,0.9632,7.773,0.5538,2.2512,11.5412,0.050374
3085,0.9572,7.6532,0.545,2.2336,11.3891,0.063002
3086,0.9876,7.7655,0.5691,2.2324,11.5546,0.046332
3087,0.9656,7.7537,0.5734,2.2293,11.5219,0.045422
3088,0.956,7.8104,0.5531,2.2663,11.5857,0.053248
3089,0.9369,7.7634,0.5621,2.2473,11.5096,0.031409
3090,0.9675,7.7851,0.5531,2.2788,11.5845,0.032748
3091,0.9833,7.7078,0.5546,2.2826,11.5285,0.033457
3092,0.9652,7.7885,0.546,2.2666,11.5662,0.031212
3093,0.9246,7.7588,0.5638,2.2347,11.4819,0.025158
3094,1.0075,7.7324,0.5554,2.2398,11.5351,0.024498
3095,1.0127,7.7463,0.5541,2.2454,11.5585,0.02171
3096,0.993,7.6947,0.5745,2.2273,11.4895,0.02117
3097,0.9172,7.7409,0.5557,2.2623,11.4762,0.016414
3098,0.968,7.7915,0.5546,2.2602,11.5743,0.021012
3099,0.9734,7.7251,0.5479,2.2722,11.5186,0.020304
3100,0.9826,7.8058,0.5556,2.2813,11.6253,0.017906
3101,0.9243,7.8822,0.5887,2.5712,11.9664,0.015344
3102,1.0422,7.9041,0.5541,2.2821,11.7825,0.016754
3103,0.9842,8.1914,0.5606,2.274,12.0102,0.010901
3104,0.9474,7.767,0.5568,2.2855,11.5567,0.011238
3105,0.9011,7.6933,0.5686,2.2713,11.4343,0.007094
3106,0.949,7.7262,0.5618,2.2378,11.4748,0.009457
3107,0.9857,7.7087,0.5558,2.2424,11.4927,0.007835
3108,0.9733,7.7295,0.5773,2.2441,11.5242,0.007796
3109,0.9031,7.7545,0.558,2.2455,11.4611,0.00589
3110,0.9465,7.7494,0.5474,2.2545,11.4978,0.01031
3111,0.957,7.6837,0.5516,2.2518,11.4441,0.008833
3112,0.9422,7.711,0.5519,2.2833,11.4885,0.008787
3113,0.9175,7.6817,0.5431,2.2721,11.4144,0.009781
3114,0.9437,7.7777,0.5507,2.2375,11.5096,0.011789
3115,0.9757,7.6841,0.5476,2.2275,11.4349,0.012109
3116,0.9777,7.716,0.5511,2.2415,11.4863,0.013176
3117,0.8948,7.7468,0.5822,2.237,11.4609,0.01374
3118,0.9363,7.7781,0.5613,2.2464,11.522,0.0124
3119,0.9523,7.8738,0.5527,2.264,11.6429,0.013663
3120,0.9427,7.7345,0.5527,2.2403,11.4702,0.012529
3121,0.9073,7.6322,0.5445,2.2931,11.377,0.044919
3122,0.9454,7.7191,0.5365,2.2534,11.4543,0.062876
3123,0.9555,7.66,0.5499,2.2332,11.3985,0.065491
3124,1.0902,7.6737,0.5436,2.2325,11.54,0.058505
3125,0.9276,7.6895,0.5508,2.233,11.4009,0.075245
3126,0.9448,7.8435,0.5414,2.2469,11.5767,0.064014
3127,0.9466,7.7228,0.5428,2.2518,11.464,0.055
3128,0.9497,7.8115,0.536,2.2434,11.5405,0.043133
3129,0.8933,8.0636,0.55,2.27,11.7769,0.036144
3130,0.9465,7.7358,0.5572,2.274,11.5134,0.032312
3131,0.9438,7.7152,0.5427,2.2399,11.4417,0.029953
3132,0.9341,7.7504,0.556,2.2411,11.4815,0.033669
3133,0.9431,7.6658,0.5491,2.2491,11.407,0.017975
3134,0.9841,7.7674,0.538,2.2204,11.51,0.042774
3135,0.9384,7.7219,0.5637,2.2185,11.4425,0.090818
3136,0.943,7.734,0.5295,2.225,11.4315,0.084702
3137,0.9079,7.6707,0.5364,2.2619,11.3769,0.09122
3138,0.9411,7.7975,0.543,2.2757,11.5574,0.134455
3139,0.9484,7.7201,0.5324,2.2693,11.4702,0.106956
3140,0.9374,7.7382,0.5361,2.2089,11.4205,0.098561
3141,0.9346,7.6962,0.5325,2.2318,11.3951,0.10068
3142,0.9828,7.7386,0.5388,2.2236,11.4837,0.068969
3143,0.9439,7.6976,0.5513,2.2297,11.4227,0.080035
3144,0.9414,7.7392,0.5428,2.2498,11.4732,0.070446
3145,0.9031,7.7474,0.5371,2.2761,11.4637,0.049714
3146,0.9411,7.7794,0.5447,2.262,11.5273,0.077574
3147,0.955,7.6724,0.5448,2.2712,11.4434,0.092345
3148,0.9576,7.8012,0.545,2.2188,11.5227,0.081139
3149,0.9203,8.2836,0.5422,2.2623,12.0083,0.076479
3150,0.9599,7.7705,0.5487,2.2504,11.5296,0.076454
3151,0.9848,7.7517,0.5475,2.2255,11.5095,0.018563
3152,0.9973,7.733,0.55,2.2209,11.5012,0.026141
3153,0.9316,7.7134,0.5619,2.2425,11.4494,0.119457
3154,0.9645,7.8095,0.5451,2.2684,11.5875,0.057746
3155,0.9474,7.8979,0.5489,2.2463,11.6405,0.056827
3156,0.9672,8.0292,0.5404,2.2482,11.7849,0.049947
3157,0.919,8.3657,0.5395,2.2385,12.0627,0.061676
3158,0.9718,7.8906,0.5408,2.2631,11.6663,0.059954
3159,0.9488,7.662,0.5462,2.2634,11.4204,0.091414
3160,0.943,7.7277,0.5484,2.2691,11.4882,0.107202
3161,0.9133,7.7098,0.5724,2.2315,11.427,0.124477
3162,0.9912,7.7994,0.546,2.2446,11.5812,0.129903
3163,1.0007,7.6599,0.5414,2.2191,11.4212,0.147057
3164,0.9576,7.7911,0.5768,2.2344,11.5599,0.154966
3165,0.9309,7.7002,0.5398,2.2628,11.4336,0.17045
3166,0.9595,7.8013,0.5497,2.2692,11.5798,0.181743
3167,0.9473,7.6924,0.5399,2.2408,11.4205,0.187149
3168,0.9661,7.765,0.5423,2.2705,11.5439,0.201256
3169,0.9195,7.696,0.5467,2.2607,11.4229,0.128431
3170,0.9616,7.7905,0.5375,2.2459,11.5355,0.136871
3171,1.0052,7.685,0.5466,2.2271,11.4639,0.047581
3172,0.9802,7.7406,0.5418,2.2212,11.4838,0.086164
3173,0.9135,7.9188,0.5993,2.2747,11.7063,0.035875
3174,0.9587,7.8573,0.5699,2.2453,11.6311,0.068473
3175,0.9772,7.7185,0.5508,2.2544,11.5009,0.04845
3176,0.9386,7.8069,0.5478,2.2699,11.5632,0.030883
3177,0.9014,7.8219,0.5462,2.282,11.5515,0.026134
3178,0.9577,7.7699,0.5415,2.2611,11.5301,0.02775
3179,0.966,7.6903,0.5395,2.263,11.4588,0.024075
3180,0.9505,7.724,0.5418,2.2287,11.445,0.021715
3181,0.9273,7.9434,0.5367,2.235,11.6424,0.014483
