frame,read,detect,crop,infer,e2e_ms,output
6042,0.9699,7.9021,4.3368,2.3306,15.5395,0.132678
6043,0.9548,8.1845,4.2987,2.3254,15.7635,0.124395
6044,0.9218,7.7562,4.3706,2.3183,15.367,0.090695
6045,0.9062,7.8352,4.29,2.3347,15.366,0.072468
6046,0.932,7.8498,4.3165,2.3161,15.4144,0.091307
6047,0.9684,7.9333,4.278,2.3179,15.4976,0.101318
6048,0.9714,7.7216,4.2994,2.3083,15.3008,0.11364
6049,0.8837,7.8872,4.269,2.3399,15.3797,0.135953
6050,0.9367,7.8734,4.2965,2.333,15.4395,0.143019
6051,0.9543,7.8594,4.279,2.3553,15.4479,0.113328
6052,0.9312,7.8309,4.3111,2.3544,15.4276,0.923717
6053,0.9016,7.8889,4.2925,2.311,15.3939,0.999754
6054,0.9906,7.8393,4.3043,2.3166,15.4507,0.999468
6055,0.9875,7.8224,4.285,2.3136,15.4085,0.999778
6056,0.9445,7.809,4.2842,2.3132,15.3508,0.991236
6057,0.9092,7.8648,4.3079,2.3389,15.4209,0.897799
6058,0.9491,7.7882,4.3031,2.3243,15.3647,0.434641
6059,0.9332,7.772,4.2764,2.3404,15.322,0.371136
6060,0.9369,7.7296,4.3174,2.3221,15.306,0.15702
6061,0.9212,7.8256,4.298,2.3088,15.3536,0.125623
6062,0.9778,7.7466,4.3347,2.3008,15.3599,0.14622
6063,0.9324,7.9024,4.2955,2.3331,15.4635,0.111422
6064,0.9395,7.7705,4.2897,2.3285,15.3282,0.098245
6065,0.8931,7.8487,4.282,2.3449,15.3686,0.098404
6066,0.9415,7.793,4.3064,2.3307,15.3716,0.102206
6067,0.9607,7.8369,4.3149,2.3179,15.4303,0.121467
6068,0.9944,7.883,4.3026,2.3102,15.4902,0.137534
6069,0.9492,8.4716,4.4317,2.2776,16.1301,0.136069
6070,0.99,7.8328,4.3503,2.3146,15.4878,0.113996
6071,1.0155,7.902,4.2981,2.3104,15.526,0.168613
6072,0.9367,7.876,4.3003,2.3322,15.4453,0.136466
6073,0.8941,7.8119,4.2913,2.3534,15.3507,0.118944
6074,0.9643,7.7665,4.2923,2.3284,15.3515,0.101825
6075,0.9709,7.9611,4.2906,2.3503,15.5729,0.105538
6076,0.9394,7.7611,4.2765,2.3525,15.3296,0.102674
6077,0.9165,7.8693,4.3105,2.3102,15.4064,0.118554
6078,0.9956,7.8332,4.2925,2.3105,15.4318,0.112364
6079,0.9458,7.8075,4.2884,2.3072,15.3489,0.114389
6080,0.9723,7.7523,4.2529,2.3308,15.3082,0.122242
6081,0.9033,7.8208,4.2945,2.3379,15.3565,0.110029
6082,0.9485,7.8013,4.3157,2.3516,15.4171,0.083256
6083,0.9354,7.7936,4.3063,2.324,15.3593,0.098289
6084,0.9504,7.8622,4.3209,2.3229,15.4565,0.089195
6085,0.9332,7.856,4.3301,2.313,15.4324,0.087262
6086,1.0042,7.7207,4.2842,2.313,15.3221,0.10407
6087,0.9508,7.9079,4.3027,2.3336,15.495,0.096216
6088,0.9514,7.801,4.3104,2.3186,15.3815,0.106112
6089,0.8964,7.794,4.2791,2.354,15.3235,0.258242
6090,0.9611,7.7609,4.2848,2.3393,15.3461,0.269997
6091,0.9622,7.8139,4.2992,2.3165,15.3917,0.077065
6092,0.958,7.784,4.329,2.3114,15.3824,0.084426
6093,0.9258,7.8282,4.3095,2.3038,15.3673,0.076272
6094,0.9589,7.7652,4.2869,2.3373,15.3483,0.092095
6095,0.9501,7.8047,4.2969,2.3448,15.3965,0.107514
6096,0.9322,8.1847,4.2865,2.3297,15.733,0.038709
6097,0.9039,7.7985,4.2751,2.3498,15.3274,0.024916
6098,0.9634,7.8084,4.344,2.3308,15.4466,0.046318
6099,0.9796,7.8136,4.2989,2.3048,15.3968,0.03467
6100,0.9576,7.84,4.3374,2.3812,15.5162,0.062631
6101,0.9573,7.7783,4.3405,2.317,15.3931,0.06205
6102,0.9725,7.8544,4.2875,2.3203,15.4347,0.059509
6103,0.9483,7.846,4.2875,2.3527,15.4345,0.055164
6104,0.9309,7.689,4.2539,2.3591,15.2329,0.06561
6105,0.8912,7.8843,4.2795,2.3462,15.4013,0.067586
6106,0.9609,7.8448,4.3007,2.3096,15.416,0.05823
6107,0.9934,7.8109,4.2915,2.3051,15.401,0.043942
6108,0.973,7.7348,4.2628,2.3238,15.2944,0.042773
6109,0.8855,7.8232,4.3075,2.344,15.3603,0.032685
6110,0.9627,7.7706,4.2817,2.341,15.3559,0.049604
6111,0.9597,7.8914,4.3111,2.3554,15.5176,0.05285
6112,0.9452,7.7442,4.3283,2.3549,15.3726,0.04678
6113,0.8901,7.8809,4.3395,2.3254,15.4358,0.036357
6114,0.9919,7.7584,4.2775,2.3164,15.3442,0.166642
6115,0.9994,7.7849,4.2684,2.31,15.3626,0.99781
6116,0.9371,7.7424,4.2871,2.3222,15.2888,0.999949
6117,0.8952,7.76,4.3034,2.3257,15.2842,0.99998
6118,0.973,7.7847,4.2784,2.3419,15.378,0.999972
6119,0.9561,7.8377,4.3326,2.3305,15.4569,0.999904
6120,0.9475,7.8274,4.286,2.3029,15.3638,0.999377
6121,0.9355,7.7934,4.3292,2.3032,15.3613,0.928269
6122,1.0076,8.1231,4.2888,2.3168,15.7362,0.765861
6123,0.9569,7.8658,4.3029,2.3205,15.4462,0.211918
6124,0.93,7.812,4.3009,2.3339,15.3768,0.192965
6125,0.913,7.7744,4.294,2.332,15.3133,0.123317
6126,0.9699,7.787,4.3031,2.341,15.4009,0.126905
6127,0.9347,7.8171,4.3339,2.3415,15.4272,0.113648
6128,0.959,7.7186,4.2903,2.315,15.2829,0.091781
6129,0.9948,7.7439,4.2655,2.3022,15.3064,0.085141
6130,0.9308,7.8279,4.2926,2.3388,15.3901,0.083864
6131,0.8861,7.7987,4.2789,2.3493,15.313,0.083637
6132,0.942,7.8204,4.3081,2.3364,15.4069,0.090308
6133,0.9758,7.8371,4.2918,2.3503,15.4551,0.107026
6134,0.9641,7.821,4.2828,2.3323,15.4002,0.101182
6135,0.8997,8.4597,4.2989,2.3599,16.0181,0.045091
6136,0.9521,7.8911,4.3045,2.3143,15.462,0.044604
6137,0.9764,7.9018,4.3206,2.297,15.4959,0.045079
6138,1.0012,7.8766,4.2713,2.3148,15.4639,0.045133
6139,0.9202,7.9426,4.2808,2.3241,15.4678,0.03589
6140,0.9428,7.7943,4.2868,2.3346,15.3585,0.05069
6141,0.9393,7.7961,4.264,2.3476,15.347,0.058527
6142,0.9605,7.756,4.3258,2.3363,15.3785,0.059738
6143,0.8957,7.9026,4.3425,2.3426,15.4835,0.071439
6144,0.9543,7.8455,4.2893,2.2952,15.3843,0.082831
6145,0.9934,7.8556,4.3106,2.3153,15.4749,0.055798
6146,0.9973,7.7597,4.3043,2.2943,15.3557,0.066924
6147,0.9097,7.8858,4.2736,2.3634,15.4325,0.054067
6148,0.9347,7.8167,4.3009,2.3346,15.3869,0.077208
6149,0.9361,8.1939,4.2826,2.3328,15.7453,0.065308
6150,0.9707,7.8292,4.2829,2.3353,15.4182,0.084908
6151,0.9073,7.8207,4.3467,2.3379,15.4126,0.062868
6152,0.9392,7.8375,4.2826,2.3022,15.3615,0.066949
6153,0.9618,7.8284,4.2951,2.298,15.3833,0.074158
6154,0.9631,7.8157,4.3955,2.3068,15.4811,0.05728
6155,0.8897,7.8299,4.2713,2.3615,15.3524,0.066447
6156,0.9601,7.8266,4.3072,2.3438,15.4377,0.077568
6157,0.9587,7.8847,4.2923,2.3631,15.4988,0.086916
6158,0.964,7.7915,4.3054,2.3309,15.3917,0.098652
6159,0.91,7.866,4.3213,2.3197,15.4169,0.096144
6160,0.9854,7.8872,4.2986,2.3329,15.5041,0.100598
6161,0.9952,7.8188,4.3136,2.3173,15.4448,0.122719
6162,0.9632,7.7768,4.3305,2.3052,15.3758,0.130109
6163,0.8903,7.8375,4.3082,2.3193,15.3554,0.091864
6164,0.9601,7.8617,4.2882,2.3205,15.4304,0.087868
6165,0.9756,7.9104,4.319,2.3446,15.5496,0.107982
6166,0.9635,7.7838,4.3016,2.3598,15.4087,0.093061
6167,0.906,7.7877,4.3573,2.3296,15.3806,0.077448
6168,0.9999,7.8159,4.2988,2.3005,15.4151,0.124953
6169,1.0168,7.8101,4.3095,2.3054,15.4417,0.119331
6170,0.9578,7.8038,4.2816,2.3388,15.382,0.11975
6171,0.892,7.9498,4.2724,2.3554,15.4697,0.110284
6172,0.9742,7.7852,4.3031,2.3392,15.4018,0.09457
6173,0.9655,7.7562,4.293,2.3473,15.3619,0.108363
6174,0.9654,7.7506,4.2946,2.3186,15.3292,0.310294
6175,0.9334,8.1112,4.3208,2.3263,15.6918,0.436778
6176,0.9627,7.8868,4.3072,2.2949,15.4516,0.423266
6177,0.9872,7.8258,4.2755,2.3085,15.397,0.308617
6178,0.9591,7.8126,4.2851,2.3319,15.3887,0.213773
6179,0.9191,7.8794,4.2878,2.3393,15.4256,0.132275
6180,0.9481,7.8004,4.3222,2.3596,15.4303,0.169621
6181,0.9577,7.831,4.2863,2.3498,15.4249,0.147234
6182,0.9623,7.7627,4.3251,2.3048,15.3549,0.151573
6183,0.9415,7.916,4.3099,2.3212,15.4886,0.076972
6184,0.979,7.7929,4.3348,2.3102,15.4168,0.279722
6185,0.9517,7.9052,4.3174,2.3233,15.4976,0.982712
6186,0.9569,7.7041,4.2852,2.3373,15.2836,0.999888
6187,0.9108,7.7816,4.3447,2.3329,15.3699,0.999956
6188,0.9333,7.8489,4.3028,2.354,15.4389,0.999934
6189,0.9373,7.8811,4.3273,2.3554,15.5011,0.999715
6190,0.9682,7.8141,4.3137,2.3219,15.4179,0.99984
6191,0.9401,7.8923,4.3013,2.3118,15.4454,0.999336
6192,0.98,7.8126,4.3007,2.312,15.4054,0.997807
6193,0.943,7.8233,4.3129,2.3323,15.4116,0.990468
6194,0.9396,7.7934,4.3155,2.333,15.3815,0.975246
6195,0.9105,7.8751,4.3512,2.3391,15.4759,0.92328
6196,0.9269,7.9307,4.4097,2.3478,15.6152,0.9287
6197,0.936,7.7635,4.4132,2.3449,15.4575,0.881372
6198,0.9373,7.8143,4.4152,2.3229,15.4898,0.850045
6199,0.9922,8.6026,4.418,2.3452,16.358,0.716678
6200,0.936,8.0116,4.4694,2.3412,15.7582,0.809627
6201,0.932,7.8597,4.4459,2.3053,15.5429,0.26151
6202,0.9864,8.1355,4.4306,2.3109,15.8633,0.419963
6203,0.9453,7.8512,4.4098,2.3137,15.52,0.226217
6204,0.9605,7.894,4.4405,2.3071,15.6022,0.174132
6205,0.9251,7.8991,4.4333,2.3145,15.572,0.133373
6206,0.9665,7.8335,4.4182,2.3402,15.5585,0.152469
6207,0.9022,7.9665,4.4305,2.3306,15.6298,0.2122
6208,0.9319,7.8508,4.3829,2.3213,15.4868,0.219685
6209,0.9261,7.8429,4.4062,2.3494,15.5246,0.166495
6210,0.963,7.8476,4.4343,2.3412,15.5861,0.147194
6211,0.9273,7.8495,4.394,2.3353,15.5062,0.144004
6212,0.9428,7.8153,4.4366,2.2979,15.4926,0.567813
6213,0.963,7.8609,4.4268,2.3178,15.5684,0.447031
6214,0.9812,7.7851,4.436,2.3018,15.504,0.496706
6215,0.9227,7.8701,4.4208,2.2963,15.5099,0.386016
6216,0.9327,7.9435,4.4232,2.3276,15.627,0.480692
6217,0.9291,7.7777,4.4567,2.3388,15.5024,0.548652
6218,0.9575,7.8217,4.4353,2.3408,15.5554,0.826462
6219,0.9064,7.9097,4.6054,2.3429,15.7644,0.799643
6220,0.9632,7.9487,4.4952,2.3428,15.7499,0.761728
6221,0.9453,7.8696,4.4897,2.3486,15.6532,0.61895
6222,0.9558,7.7772,4.4878,2.3264,15.5473,0.616722
6223,0.9116,7.833,4.424,2.3085,15.4771,0.51867
6224,0.9654,7.7796,4.4482,2.3144,15.5076,0.512908
6225,0.9717,7.8163,4.3975,2.3214,15.5069,0.490878
6226,0.9753,7.8249,4.4347,2.299,15.5339,0.174572
6227,0.9161,7.876,4.4902,2.3262,15.6086,0.452853
6228,0.9525,8.0718,4.4094,2.3376,15.7714,0.171023
6229,0.9456,7.8755,4.4429,2.2893,15.5534,0.53395
6230,0.979,7.9024,4.4086,2.3214,15.6114,0.23871
6231,0.9286,7.8776,4.4629,2.3508,15.6199,0.256212
6232,0.9329,7.7677,4.4447,2.3265,15.4717,0.23051
6233,0.9392,7.8497,4.4139,2.3063,15.5091,0.181958
6234,0.9623,7.8012,4.4496,2.313,15.5261,0.096959
6235,0.9426,8.3495,4.4283,2.2992,16.0196,0.181462
6236,0.9645,7.7688,4.4645,2.3207,15.5184,0.228792
6237,0.9882,7.8254,4.4619,2.3185,15.594,0.256299
6238,0.9725,7.759,4.4572,2.3044,15.4931,0.230317
6239,0.9211,7.88,4.4075,2.3415,15.5501,0.165906
6240,0.933,7.8555,4.4181,2.3294,15.536,0.164183
6241,0.9336,7.8658,4.4049,2.3276,15.5318,0.104804
6242,0.9669,7.7893,4.3897,2.3493,15.4952,0.163428
6243,0.9206,8.3041,4.4425,2.3409,16.0082,0.163915
6244,0.9308,7.7885,4.4995,2.3667,15.5855,0.144636
6245,0.9285,7.8853,4.4901,2.3475,15.6515,0.203349
6246,0.9669,7.7495,4.3942,2.3265,15.4372,0.187179
6247,0.9382,7.8415,4.5015,2.3014,15.5826,0.138024
6248,0.9635,7.8596,4.4122,2.3042,15.5395,0.150233
6249,0.9332,7.8089,4.4186,2.3103,15.471,0.143435
6250,0.954,7.8759,4.4517,2.337,15.6186,0.134378
6251,0.9374,7.8358,4.4463,2.3379,15.5574,0.455921
6252,0.9372,7.8002,4.4377,2.3322,15.5074,0.18607
6253,0.9461,7.8881,4.419,2.336,15.5892,0.171702
6254,0.9545,7.7669,4.4235,2.3474,15.4924,0.411671
6255,0.9146,8.1126,4.5105,2.3639,15.9016,0.341872
6256,0.9592,7.8507,4.4149,2.3409,15.5656,0.303634
6257,0.966,7.8052,4.4276,2.3119,15.5107,0.091291
6258,0.975,7.761,4.3932,2.3188,15.448,0.232316
6259,0.9495,7.8192,4.5365,2.2975,15.6027,0.2151
6260,0.94,7.8502,4.4294,2.3073,15.5269,0.262019
6261,0.9469,7.8338,4.4126,2.3405,15.5338,0.278811
6262,0.9667,7.8404,4.3854,2.3362,15.5286,0.247598
6263,0.91,8.5501,4.4013,2.3314,16.1927,0.221092
6264,0.9309,7.8047,4.447,2.3262,15.5088,0.270077
6265,0.9494,7.8755,4.4443,2.3319,15.6011,0.298231
6266,0.9552,7.7958,4.445,2.344,15.5401,0.301451
6267,0.9273,7.8621,4.5172,2.3428,15.6494,0.295081
6268,0.9564,7.8248,4.4418,2.3038,15.5267,0.260572
6269,0.9595,7.8379,4.435,2.3108,15.5432,0.257334
6270,0.9999,7.7945,4.509,2.3018,15.6051,0.316108
6271,0.9538,7.8463,4.4166,2.3236,15.5403,0.251947
6272,0.9358,7.843,4.3875,2.3251,15.4913,0.227395
6273,0.9412,7.8103,4.3956,2.3245,15.4716,0.281636
6274,0.9588,7.91,4.3926,2.3156,15.577,0.218442
6275,0.923,7.8598,4.499,2.3319,15.6137,0.127891
6276,0.9616,7.9323,4.4265,2.3363,15.6567,0.157323
6277,0.967,7.7779,4.4421,2.3331,15.5201,0.143143
6278,0.9655,7.7665,4.3793,2.2954,15.4067,0.18664
6279,0.9241,8.2785,4.5072,2.3214,16.0312,0.187857
6280,0.9768,7.8099,4.4093,2.2916,15.4875,0.209988
6281,0.9914,8.2938,4.4077,2.3069,15.9998,0.211882
6282,0.9903,7.8132,4.4354,2.3155,15.5545,0.242064
6283,0.9117,7.8064,4.5142,2.2985,15.5308,0.22512
6284,0.9736,7.8454,4.4422,2.3014,15.5626,0.248135
6285,0.9561,7.8158,4.4303,2.3714,15.5736,0.243008
6286,0.9784,7.7572,4.412,2.3298,15.4774,0.281668
6287,0.8904,7.8873,4.408,2.3443,15.5299,0.280399
6288,0.9458,7.8297,4.4283,2.3436,15.5474,0.272916
6289,0.9288,7.8117,4.439,2.3436,15.5231,0.31551
6290,0.9741,7.8107,4.5321,2.3598,15.6767,0.309145
6291,0.9267,7.8263,4.4327,2.3038,15.4896,0.260008
6292,0.9687,7.7308,4.5016,2.3146,15.5157,0.368107
6293,0.9699,7.7593,4.5061,2.2728,15.508,0.341051
6294,0.9713,7.8401,4.4401,2.3154,15.5669,0.344124
6295,0.8982,7.8334,4.4393,2.3381,15.509,0.282674
6296,0.9684,7.8013,4.5174,2.3304,15.6174,0.453193
6297,0.9386,7.7849,4.4299,2.3308,15.4842,0.470181
6298,0.9635,7.8162,4.4417,2.3275,15.5488,0.482849
6299,0.9193,7.8251,4.5096,2.3498,15.6038,0.448594
6300,0.9638,7.9057,4.3733,2.2972,15.5399,0.592018
6301,0.9356,7.929,4.4147,2.31,15.5894,0.602759
6302,0.9847,7.8878,4.4699,2.2895,15.632,0.621267
6303,0.9382,7.8518,4.496,2.2957,15.5817,0.596943
6304,0.9384,7.818,4.5192,2.309,15.5846,0.591363
6305,0.9717,7.8546,4.3641,2.3212,15.5115,0.544855
6306,0.9528,7.7883,4.4829,2.3235,15.5475,0.478192
6307,0.909,7.804,4.3581,2.3415,15.4127,0.345229
6308,0.9616,8.0238,4.3904,2.3278,15.7036,0.383489
6309,0.9776,7.7999,4.4643,2.3514,15.5932,0.374377
6310,0.9362,7.8114,4.3842,2.3266,15.4584,0.374632
6311,0.9326,7.8194,4.485,2.3138,15.5507,0.396333
6312,0.9793,7.8572,4.4616,2.3117,15.6098,0.42581
6313,0.9885,7.831,4.4296,2.3123,15.5614,0.404714
6314,1.0073,7.7679,4.4005,2.3077,15.4834,0.415435
6315,0.8958,7.8186,4.5383,2.3405,15.5932,0.500273
6316,0.9443,7.8169,4.4463,2.3281,15.5356,0.457488
6317,0.937,7.8854,4.4265,2.3329,15.5818,0.474435
6318,0.9688,7.7439,4.5341,2.3118,15.5586,0.468994
6319,0.8909,7.7895,4.4069,2.337,15.4243,0.423221
6320,0.9651,7.8817,4.4326,2.364,15.6434,0.425339
6321,0.9672,7.8657,4.4818,2.3084,15.6231,0.47552
6322,1.0054,7.8541,4.4022,2.3121,15.5738,0.457008
6323,0.9408,7.9063,4.3933,2.3218,15.5623,0.524745
6324,0.9656,7.7272,4.5051,2.3173,15.5151,0.468238
6325,0.9439,7.7959,4.5395,2.3148,15.5941,0.429261
6326,0.9665,7.8337,4.4251,2.3298,15.5551,0.428234
6327,0.9131,8.2586,4.5559,2.301,16.0285,0.436197
6328,0.9423,7.841,4.4466,2.3464,15.5763,0.510613
6329,0.9732,7.8275,4.4077,2.349,15.5574,0.687719
6330,0.955,7.8732,4.4439,2.3427,15.6149,0.914097
6331,0.887,7.8628,4.3797,2.3453,15.4748,0.999989
6332,0.9632,7.8258,4.4116,2.3398,15.5404,0.999996
6333,0.9702,7.8126,4.3842,2.2992,15.4662,0.999991
6334,0.9925,8.0463,4.3224,2.3056,15.6668,0.999994
6335,0.9624,7.8365,4.3949,2.3122,15.5061,0.999997
6336,0.9739,7.8472,4.4174,2.3242,15.5626,0.999995
6337,0.9662,7.8088,4.4259,2.3347,15.5356,0.999873
6338,0.9333,7.7862,4.548,2.3206,15.588,0.999457
6339,0.9114,7.918,4.4237,2.3372,15.5903,0.998621
6340,0.958,7.8667,4.4279,2.341,15.5936,0.988711
6341,0.9721,7.7826,4.3865,2.3415,15.4827,0.954025
6342,0.9486,7.7869,4.3945,2.3347,15.4647,0.954937
6343,0.9194,7.8422,4.4249,2.3189,15.5055,0.917086
6344,0.9955,7.7343,4.3918,2.3183,15.4399,0.807556
6345,0.9987,7.7552,4.3776,2.3185,15.4499,0.970019
6346,0.9411,7.7174,4.4118,2.3239,15.3942,0.947605
6347,0.9185,7.8572,4.4481,2.3324,15.5562,0.908931
6348,0.9667,7.9138,4.4573,2.3356,15.6734,0.91291
6349,0.9585,7.9501,4.4065,2.3497,15.6648,0.856164
6350,0.9644,7.7715,4.3757,2.3517,15.4633,0.840653
6351,0.9246,7.8712,4.3993,2.3655,15.5606,0.880424
6352,0.9644,7.8224,4.4325,2.316,15.5352,0.840643
6353,0.9914,7.7982,4.4657,2.319,15.5742,0.840191
6354,0.9923,7.765,4.4257,2.3068,15.4898,0.888485
6355,0.9371,7.8344,4.4485,2.305,15.525,0.880133
6356,0.964,7.8278,4.4118,2.3331,15.5366,0.890096
6357,0.9623,7.8031,4.4236,2.3264,15.5154,0.806812
6358,0.972,7.8062,4.4363,2.355,15.5694,0.757894
6359,0.9016,7.8299,4.4455,2.3487,15.5257,0.743915
6360,0.9646,7.8268,4.4344,2.3512,15.5769,0.828122
6361,0.9719,8.1588,4.4157,2.3508,15.8973,0.824418
6362,0.9647,7.9212,4.4155,2.345,15.6464,0.740097
6363,0.9026,7.8554,4.4006,2.31,15.4686,0.854232
6364,0.995,7.7543,4.412,2.3001,15.4613,0.777626
6365,1.0019,7.877,4.392,2.3115,15.5825,0.753018
6366,0.9881,7.7966,4.432,2.3099,15.5265,0.653431
6367,0.91,7.8893,4.3592,2.3475,15.5061,0.716104
6368,0.9676,7.8871,4.4657,2.3361,15.6564,0.521501
6369,0.9822,7.832,4.4127,2.3399,15.5668,0.554447
6370,0.944,7.7541,4.4136,2.3426,15.4544,0.450032
6371,0.9186,7.8585,4.418,2.3387,15.5338,0.395888
6372,0.9623,7.8405,4.4236,2.343,15.5694,0.391056
6373,0.9625,7.8816,4.3753,2.3136,15.5331,0.436817
6374,0.9688,7.8335,4.3733,2.3182,15.4938,0.449316
6375,0.9679,7.8814,4.4143,2.3205,15.5841,0.500911
6376,0.984,7.8836,4.4653,2.3035,15.6364,0.445624
6377,0.965,7.8347,4.5293,2.3018,15.6309,0.37713
6378,0.9476,7.826,4.4745,2.3084,15.5565,0.345756
6379,0.9811,7.7425,4.3819,2.3231,15.4286,0.426244
6380,0.9404,7.7652,4.4784,2.3329,15.5169,0.504182
6381,0.9059,7.888,4.3905,2.3521,15.5364,0.596396
6382,0.917,7.8035,4.3735,2.3401,15.4341,0.392498
6383,0.9912,7.8945,4.4053,2.311,15.602,0.425148
6384,1.0027,7.8233,4.4795,2.3298,15.6353,0.316647
6385,0.9691,7.8319,4.3908,2.3298,15.5216,0.263284
6386,0.9836,7.8504,4.4104,2.3227,15.567,0.262563
6387,0.9575,8.1638,4.409,2.3128,15.8431,0.278972
6388,0.9724,7.8516,4.388,2.3413,15.5533,0.261272
6389,0.9246,7.9013,4.4013,2.3319,15.5592,0.2237
6390,0.9308,7.885,4.366,2.3365,15.5181,0.228542
6391,0.9522,7.823,4.4055,2.3333,15.5141,0.260219
6392,0.9576,7.7798,4.5105,2.3417,15.5895,0.165521
6393,0.9063,7.8375,4.5613,2.3657,15.6708,0.136995
6394,0.9741,7.7785,4.434,2.3143,15.501,0.15842
6395,0.9878,7.8131,4.4848,2.3058,15.5916,0.14492
6396,0.9829,7.7602,4.4346,2.3143,15.4921,0.126439
6397,0.954,7.8358,4.4163,2.3213,15.5274,0.130864
6398,0.9417,7.8026,4.4324,2.3328,15.5096,0.16695
6399,0.9628,7.8516,4.4307,2.3368,15.582,0.191772
6400,0.9705,7.8169,4.4158,2.3393,15.5424,0.191194
6401,0.9219,7.83,4.4064,2.3452,15.5035,0.554933
6402,0.9366,7.8057,4.3979,2.3433,15.4835,0.590698
6403,0.9594,7.8989,4.4519,2.3584,15.6686,0.477917
6404,0.9642,7.8419,4.3974,2.3161,15.5197,0.43336
6405,0.9459,7.8483,4.3947,2.3024,15.4913,0.351124
6406,0.9675,7.8298,4.4421,2.3107,15.5502,0.336094
6407,0.9707,7.879,4.4134,2.3106,15.5737,0.413637
6408,0.9636,7.7637,4.3808,2.3322,15.4403,0.416988
6409,0.9296,7.8249,4.4005,2.3365,15.4915,0.305005
6410,0.9462,7.7243,4.4207,2.328,15.4191,0.323316
6411,0.9738,7.8848,4.4461,2.3405,15.6451,0.273458
6412,0.9651,7.7688,4.5296,2.3579,15.6215,0.283898
6413,0.9122,7.8307,4.5015,2.334,15.5783,0.453076
6414,0.9651,8.0837,4.4242,2.2927,15.7657,0.458303
6415,0.9835,7.98,4.3897,2.3112,15.6644,0.388983
6416,0.9722,7.8903,4.4604,2.2925,15.6153,0.348889
6417,1.0046,7.9418,4.4752,2.3053,15.7269,0.352588
6418,0.9885,7.8215,4.3965,2.3133,15.5197,0.257092
6419,0.9053,7.8546,4.3952,2.3352,15.4902,0.437492
6420,0.9461,7.8638,4.4143,2.3318,15.556,0.405871
6421,0.9004,7.8368,4.484,2.3137,15.5349,0.870006
6422,0.9196,7.9153,4.4296,2.3267,15.5913,0.817569
6423,0.9113,7.8657,4.3932,2.3506,15.5208,0.998148
6424,0.9323,7.8074,4.3445,2.3415,15.4256,0.999998
6425,0.9275,7.8165,4.4077,2.3628,15.5144,0.999997
6426,0.9543,8.0003,4.3785,2.2996,15.6327,0.999999
6427,0.9949,7.8627,4.3894,2.3195,15.5666,0.999999
6428,0.9993,7.827,4.4146,2.3162,15.557,0.999975
6429,0.9092,7.9255,4.3845,2.3334,15.5526,0.999839
6430,0.9423,7.8029,4.4515,2.3199,15.5166,0.999619
6431,0.9566,7.8549,4.348,2.332,15.4914,0.994511
6432,0.9603,7.7865,4.4599,2.3424,15.5491,0.941269
6433,0.9218,7.9136,4.4221,2.3444,15.6019,0.771269
6434,0.9655,7.8395,4.4071,2.334,15.5462,0.51297
6435,0.9355,7.8654,4.4336,2.3083,15.5428,0.488165
6436,0.9834,7.7821,4.4343,2.3023,15.5021,0.490841
6437,0.9475,7.8987,4.3917,2.3069,15.5449,0.487196
6438,0.9656,7.817,4.4674,2.3013,15.5513,0.428879
6439,0.954,7.8948,4.3585,2.3547,15.562,0.477785
6440,0.9733,8.0903,4.4542,2.3157,15.8335,0.431344
6441,0.8907,7.8523,4.4246,2.3197,15.4873,0.408937
6442,0.9708,7.9834,4.3982,2.3364,15.6888,0.43778
6443,0.9492,7.9062,4.3965,2.329,15.5809,0.478126
6444,0.9328,7.9011,4.4334,2.3615,15.6288,0.52121
6445,0.9233,7.8402,4.399,2.3526,15.5151,0.614918
6446,0.9747,7.7663,4.3666,2.3069,15.4146,0.519753
6447,0.9783,7.7823,4.4782,2.3124,15.5513,0.466597
6448,0.9683,7.8001,4.4285,2.3238,15.5208,0.48274
6449,0.8927,7.8741,4.4349,2.2977,15.4994,0.631144
6450,0.9642,7.9084,4.3683,2.32,15.5608,0.475746
6451,0.9274,7.865,4.4015,2.3235,15.5173,0.366133
6452,0.9459,7.7907,4.4087,2.3265,15.4718,0.346273
6453,0.8992,7.8377,4.421,2.345,15.5028,0.309756
6454,0.9721,7.9182,4.5062,2.3539,15.7505,0.279031
6455,0.9615,7.7942,4.437,2.5901,15.7829,0.298026
6456,1.0376,7.9796,4.4145,2.3354,15.7671,0.287491
6457,0.8993,7.9144,4.4459,2.2952,15.5548,0.285
6458,0.9995,7.703,4.4085,2.3139,15.4249,0.132198
6459,0.987,7.8075,4.4666,2.3068,15.5679,0.120257
6460,0.9297,7.818,4.4822,2.3299,15.5599,0.126554
6461,0.9208,7.9362,4.5112,2.3259,15.6942,0.074476
6462,0.9369,7.8248,4.3996,2.3341,15.4954,0.118707
6463,0.9555,7.8127,4.4642,2.3229,15.5552,0.101461
6464,0.9672,7.7664,4.4664,2.3232,15.5232,0.074677
6465,0.922,7.8713,4.4277,2.3278,15.5489,0.085371
6466,0.9322,7.7972,4.3982,2.3371,15.4647,0.108476
6467,0.959,8.1266,4.4134,2.3106,15.8096,0.11602
6468,0.9595,7.7819,4.4634,2.3188,15.5236,0.12841
6469,0.9385,7.8506,4.5104,2.3239,15.6234,0.1507
6470,1.013,7.7958,4.3846,2.2981,15.4915,0.173485
6471,0.962,7.8775,4.4046,2.3188,15.5628,0.20134
