subject,phase,time,ear
hanul,trial7,1784601547.970879,0.3572992327441342
hanul,trial7,1784601548.0101428,0.3592881553005802
hanul,trial7,1784601548.050511,0.3604112749378886
hanul,trial7,1784601548.0899396,0.3620338792263913
hanul,trial7,1784601548.1288314,0.3632270112059748
hanul,trial7,1784601548.1656742,0.3640110423704382
hanul,trial7,1784601548.2031298,0.3643259820292307
hanul,trial7,1784601548.2410843,0.36443918803880915
hanul,trial7,1784601548.2800586,0.3645954531721961
hanul,trial7,1784601548.3190198,0.36471487917279954
hanul,trial7,1784601548.3568578,0.36468957390250134
hanul,trial7,1784601548.3960054,0.36462079478413695
hanul,trial7,1784601548.4347417,0.3645538742634511
hanul,trial7,1784601548.4743996,0.36449310576245375
hanul,trial7,1784601548.5122585,0.3644276658369675
hanul,trial7,1784601548.551269,0.3645278044925525
hanul,trial7,1784601548.5902474,0.3645951481191946
hanul,trial7,1784601548.6303167,0.36460159529819924
hanul,trial7,1784601548.6694083,0.36458063746443126
hanul,trial7,1784601548.709935,0.3650815700670629
hanul,trial7,1784601548.7478614,0.365069595330416
hanul,trial7,1784601548.7856908,0.3647672664179581
hanul,trial7,1784601548.8231785,0.364421840609239
hanul,trial7,1784601548.8624701,0.36411112537443935
hanul,trial7,1784601548.9010797,0.3638854737912476
hanul,trial7,1784601548.9376984,0.36350549275632016
hanul,trial7,1784601548.9749637,0.36314316827539844
hanul,trial7,1784601549.012275,0.36272118873906994
hanul,trial7,1784601549.0501194,0.3622386397419596
hanul,trial7,1784601549.0872219,0.36153430662129843
hanul,trial7,1784601549.1248944,0.3606901284325029
hanul,trial7,1784601549.161411,0.35983230385340087
hanul,trial7,1784601549.1990871,0.3591971561380733
hanul,trial7,1784601549.235847,0.35919789336175634
hanul,trial7,1784601549.2741878,0.3597857591012399
hanul,trial7,1784601549.312036,0.3605459076511761
hanul,trial7,1784601549.3493595,0.36152450250421286
hanul,trial7,1784601549.3867204,0.36241498927644433
hanul,trial7,1784601549.425511,0.36387132487246426
hanul,trial7,1784601549.4640636,0.36521718752153537
hanul,trial7,1784601549.5026639,0.3662440585917007
hanul,trial7,1784601549.5402465,0.36665055288323906
hanul,trial7,1784601549.5776856,0.36666933776169086
hanul,trial8,1784601551.1294603,0.3622337721259154
hanul,trial8,1784601551.1669397,0.3620566260442428
hanul,trial8,1784601551.2040858,0.3618923797015838
hanul,trial8,1784601551.241354,0.36177039589507054
hanul,trial8,1784601551.2793097,0.36161628091391673
hanul,trial8,1784601551.318345,0.3615652267099962
hanul,trial8,1784601551.35704,0.3615299357845377
hanul,trial8,1784601551.3948576,0.3615096837666174
hanul,trial8,1784601551.4323466,0.36143249052174964
hanul,trial8,1784601551.4707386,0.3613450062772507
hanul,trial8,1784601551.5075808,0.3611709709892331
hanul,trial8,1784601551.5451586,0.3610336563405826
hanul,trial8,1784601551.5829053,0.3609795300138239
hanul,trial8,1784601551.6209598,0.36085751338174044
hanul,trial8,1784601551.6572583,0.36079483379193494
hanul,trial8,1784601551.6946652,0.3608613124990945
hanul,trial8,1784601551.7317636,0.3609146378730442
hanul,trial8,1784601551.7693844,0.3610012317620318
hanul,trial8,1784601551.8069065,0.36083681908481324
hanul,trial8,1784601551.844843,0.3606423275443421
hanul,trial8,1784601551.8819947,0.36052867791555043
hanul,trial8,1784601551.9195797,0.36048044475904484
hanul,trial8,1784601551.9570432,0.360510913885317
hanul,trial8,1784601551.994556,0.3605974326075205
hanul,trial8,1784601552.033217,0.36065282617341454
hanul,trial8,1784601552.0708528,0.36067152517106554
hanul,trial8,1784601552.1074731,0.3606788719997775
hanul,trial8,1784601552.1446927,0.3607430248508563
hanul,trial8,1784601552.182998,0.36077015710282045
hanul,trial8,1784601552.2204032,0.3609648196582367
hanul,trial8,1784601552.2581904,0.3612793723765561
hanul,trial8,1784601552.29587,0.36117965550164255
hanul,trial8,1784601552.3324924,0.3388834562892813
hanul,trial8,1784601552.3700204,0.2751222594762832
hanul,trial8,1784601552.4105158,0.17265923713617634
hanul,trial8,1784601552.448615,0.10898712875212575
hanul,trial8,1784601552.4850726,0.07353992569935935
hanul,trial8,1784601552.5230906,0.05344084748943942
hanul,trial8,1784601552.5619373,0.04240187228644221
hanul,trial8,1784601552.5991857,0.03613553560053758
hanul,trial8,1784601552.6377532,0.0323212633962775
hanul,trial8,1784601552.6754415,0.030279359485119443
hanul,trial8,1784601552.7144935,0.028796490145765054
hanul,trial8,1784601552.752459,0.06802779866132964
hanul,trial8,1784601552.789409,0.14262881234545374
hanul,trial8,1784601552.8264809,0.2196291111761562
hanul,trial8,1784601552.8642547,0.27819590878634104
hanul,trial8,1784601552.9029121,0.315763984352062
hanul,trial8,1784601552.9399383,0.3384663771104584
hanul,trial8,1784601552.9774785,0.3516183604883506
hanul,trial8,1784601553.014954,0.35961711839477817
hanul,trial8,1784601553.0528142,0.36468653104621385
hanul,trial8,1784601553.0893884,0.368077413574807
hanul,trial8,1784601553.126949,0.370200582454249
hanul,trial8,1784601553.1641347,0.37120610893684364
hanul,trial8,1784601553.2014046,0.371629859652885
hanul,trial8,1784601553.237907,0.37169175979054236
hanul,trial8,1784601553.2754002,0.37156041276539287
hanul,trial8,1784601553.3128817,0.37137638013607444
hanul,trial8,1784601553.35092,0.37153659380349047
hanul,trial8,1784601553.38899,0.3719709370910222
hanul,trial8,1784601553.4281862,0.3721397110171789
hanul,trial8,1784601553.4666471,0.37219566703940676
hanul,trial8,1784601553.504998,0.37222592466452764
hanul,trial8,1784601553.544031,0.3724211345699695
hanul,trial8,1784601553.5828233,0.37260681855321603
hanul,trial8,1784601553.619704,0.3727917309251819
hanul,trial8,1784601553.6579785,0.3731165278613139
hanul,trial8,1784601553.6950872,0.37318202733780825
hanul,trial8,1784601553.734771,0.37309740791537593
hanul,trial8,1784601553.7719917,0.37292014699771814
hanul,trial8,1784601553.8103726,0.3727596849921091
hanul,trial8,1784601553.8499417,0.3724094069477221
hanul,trial8,1784601553.8882236,0.37201141158990647
hanul,trial8,1784601553.9286523,0.3717514590077502
hanul,trial8,1784601553.967409,0.37041404076924067
hanul,trial8,1784601554.0072641,0.36842004421804087
hanul,trial8,1784601554.0452726,0.3668688521919904
hanul,trial8,1784601554.0840251,0.3658244868925832
hanul,trial8,1784601554.124013,0.36512010326719646
hanul,trial8,1784601554.1619484,0.36464907812839187
hanul,trial8,1784601554.2002375,0.36446327268677525
hanul,trial8,1784601554.2372854,0.3643417173352382
hanul,trial8,1784601554.2761674,0.364201788470407
hanul,trial8,1784601554.3154864,0.3639810699080377
hanul,trial8,1784601554.3529334,0.3639419267777659
hanul,trial8,1784601554.3919935,0.36394555922647565
hanul,trial8,1784601554.4345858,0.3640077527648412
hanul,trial8,1784601554.4723585,0.36378391198094095
hanul,trial8,1784601554.5112534,0.3640577813600999
hanul,trial8,1784601554.5515053,0.3641393904521312
hanul,trial8,1784601554.5913017,0.3641211129329651
hanul,trial8,1784601554.6303215,0.36422815948429355
hanul,trial8,1784601554.6681063,0.36416553928153744
hanul,trial8,1784601554.70735,0.36426599131441323
hanul,trial8,1784601554.7459445,0.36440393628964896
hanul,trial8,1784601554.7831504,0.3647746285885892
hanul,trial8,1784601554.8219528,0.36511560572980517
hanul,trial8,1784601554.8607314,0.3652732455344694
hanul,trial8,1784601554.8975694,0.36563142302758966
hanul,trial8,1784601554.934982,0.36596056967590107
hanul,trial8,1784601554.9713562,0.3664566592038823
hanul,trial8,1784601555.0086203,0.36697029298582784
hanul,trial8,1784601555.0448177,0.3671431290901249
hanul,trial8,1784601555.081196,0.36703352373027054
hanul,trial8,1784601555.1182353,0.36689584224569893
hanul,trial9,1784601556.6817613,0.3645779658798555
hanul,trial9,1784601556.7211154,0.3646023899450138
hanul,trial9,1784601556.7588782,0.3645608199190611
hanul,trial9,1784601556.7999713,0.3644870960653669
hanul,trial9,1784601556.837478,0.3643266141805745
hanul,trial9,1784601556.8788545,0.364225125460028
hanul,trial9,1784601556.9160573,0.3641766107624858
hanul,trial9,1784601556.9559593,0.3640733707491942
hanul,trial9,1784601556.995658,0.36398771470370095
hanul,trial9,1784601557.0335681,0.3639620395909215
hanul,trial9,1784601557.0720587,0.3638763051959806
hanul,trial9,1784601557.110437,0.36383349416381217
hanul,trial9,1784601557.147354,0.363743269139319
hanul,trial9,1784601557.185315,0.3635848804830858
hanul,trial9,1784601557.2269526,0.36343692142267503
hanul,trial9,1784601557.2644594,0.36326062863187814
hanul,trial9,1784601557.3029082,0.36317174357466686
hanul,trial9,1784601557.3442945,0.3631699007372725
hanul,trial9,1784601557.3813207,0.36342733729050014
hanul,trial9,1784601557.4202585,0.3641071890559908
hanul,trial9,1784601557.4589207,0.3650898839274409
hanul,trial9,1784601557.4948182,0.3660372369805897
hanul,trial9,1784601557.5329475,0.3665582543195562
hanul,trial9,1784601557.5708609,0.36686457600423583
hanul,trial9,1784601557.6085396,0.3669881069136238
hanul,trial9,1784601557.64647,0.367226368607231
hanul,trial9,1784601557.6858535,0.3674074215262155
hanul,trial9,1784601557.7236867,0.36756563268415104
hanul,trial9,1784601557.7618315,0.3677112542085732
hanul,trial9,1784601557.7995503,0.3677725126506697
hanul,trial9,1784601557.8357394,0.36802051392686375
hanul,trial9,1784601557.8733678,0.35983013421069343
hanul,trial9,1784601557.910902,0.31752334573148955
hanul,trial9,1784601557.9484088,0.23830261816406095
hanul,trial9,1784601557.9869046,0.1589866665598834
hanul,trial9,1784601558.024854,0.10510971164424915
hanul,trial9,1784601558.0613868,0.07170303277460678
hanul,trial9,1784601558.0991623,0.05210933174316443
hanul,trial9,1784601558.138915,0.040842564916880486
hanul,trial9,1784601558.177018,0.034068798941919505
hanul,trial9,1784601558.2134912,0.030184497352709484
hanul,trial9,1784601558.2514663,0.028017962715807324
hanul,trial9,1784601558.2881687,0.02680961436343462
hanul,trial9,1784601558.3260627,0.026421638285847163
hanul,trial9,1784601558.3638806,0.04857711716752019
hanul,trial9,1784601558.401335,0.1119462225811125
hanul,trial9,1784601558.438925,0.18556934280586157
hanul,trial9,1784601558.4766734,0.24849247159792248
hanul,trial9,1784601558.5161242,0.2927118191250332
hanul,trial9,1784601558.5547445,0.32318383502681275
hanul,trial9,1784601558.5926745,0.3407078654818075
hanul,trial9,1784601558.6304705,0.3500557676097594
hanul,trial9,1784601558.6673744,0.35464159232254927
